ID PREVISION SIC;CODIGO PROTOCOLO;NOMBRE;PROGRAMACION;PERIODICIDAD;FECHA;MES;N SEMANA;CODIGO ESPECIALIDAD;ESPECIALIDAD;HORAS;TIPO;ESTADO
443971;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443972;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443973;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443974;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443975;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443976;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443977;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443978;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443979;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443980;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443981;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443982;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443983;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443984;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443985;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443986;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443987;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443988;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443989;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443990;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443991;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443992;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443993;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443994;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443995;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443996;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443997;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443998;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
443999;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
444000;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
444001;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
444002;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
444003;I642;Redes de Ductos de Clima;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;2,333333333;INTERNA;
444004;I647;Sistema VRV Exterior Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-02-26;febrero;6;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444005;I647;Sistema VRV Exterior Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";11-05-26;mayo;19;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444006;I647;Sistema VRV Exterior Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";10-08-26;agosto;32;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444007;I647;Sistema VRV Exterior Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-11-26;noviembre;45;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444008;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-02-26;febrero;6;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444009;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";11-05-26;mayo;19;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444010;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";10-08-26;agosto;32;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444011;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-11-26;noviembre;45;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444012;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-02-26;febrero;6;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444013;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";11-05-26;mayo;19;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444014;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";10-08-26;agosto;32;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444015;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-11-26;noviembre;45;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444016;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-02-26;febrero;6;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444017;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";11-05-26;mayo;19;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444018;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";10-08-26;agosto;32;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444019;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-11-26;noviembre;45;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444020;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-02-26;febrero;6;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444021;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";11-05-26;mayo;19;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444022;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";10-08-26;agosto;32;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444023;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-11-26;noviembre;45;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444024;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-02-26;febrero;6;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444025;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";11-05-26;mayo;19;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444026;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";10-08-26;agosto;32;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444027;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-11-26;noviembre;45;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444028;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-02-26;febrero;6;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444029;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";11-05-26;mayo;19;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444030;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";10-08-26;agosto;32;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444031;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-11-26;noviembre;45;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444032;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-02-26;febrero;6;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444033;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";11-05-26;mayo;19;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444034;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";10-08-26;agosto;32;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444035;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-11-26;noviembre;45;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444036;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-02-26;febrero;6;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444037;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";11-05-26;mayo;19;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444038;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";10-08-26;agosto;32;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444039;I648;Sistema VRV Interiores Jardin Infantil;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de febrero; Cada semana 3: Lun(M)";09-11-26;noviembre;45;50;M-CLIMATIZACION FRIGORISTA;2;INTERNA;
444040;I651;Roof Top;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";09-03-26;marzo;10;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444041;I651;Roof Top;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";15-06-26;junio;24;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444042;I651;Roof Top;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-09-26;septiembre;37;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444043;I651;Roof Top;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-12-26;diciembre;50;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444044;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";13-04-26;abril;15;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444045;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";12-10-26;octubre;41;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444046;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";13-04-26;abril;15;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444047;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";12-10-26;octubre;41;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444048;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";13-04-26;abril;15;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444049;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";12-10-26;octubre;41;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444050;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";13-04-26;abril;15;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444051;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";12-10-26;octubre;41;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444052;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";13-04-26;abril;15;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444053;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";12-10-26;octubre;41;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444054;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";13-04-26;abril;15;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444055;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";12-10-26;octubre;41;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444056;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";13-04-26;abril;15;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444057;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";12-10-26;octubre;41;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444058;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";13-04-26;abril;15;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444059;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";12-10-26;octubre;41;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444060;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";13-04-26;abril;15;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444061;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";12-10-26;octubre;41;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444062;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";13-04-26;abril;15;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444063;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";12-10-26;octubre;41;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444064;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";13-04-26;abril;15;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444065;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";12-10-26;octubre;41;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444066;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";13-04-26;abril;15;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444067;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";12-10-26;octubre;41;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444068;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";13-04-26;abril;15;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444069;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";12-10-26;octubre;41;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
444070;I655;Ventiladores de Extracción e Inyección (VEX-VIN);MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de abril; Cada semana 3: Lun(M)";13-04-26;abril;15;50;M-CLIMATIZACION FRIGORISTA;3;INTERNA;
